ID,Title,Authors,Date,URL,Page Number
1280,Seizing the core connectivity opportunity in B2B telecom,"Konstantin Pell , Karolina Sauer Sidor , Andreas Schneider , Martin Wrulich","March 4, 2024",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/seizing-the-core-connectivity-opportunity-in-b2b-telecom,232
1281,Advanced analytics,Not specified,Not specified,https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/digital-and-analytics-in-consumer/capabilities/advanced-analytics,232
1282,Why so many bad bosses still rise to the top,"Lucia Rahilly , Bryan Hancock , Brooke Weddle","May 1, 2024",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/why-so-many-bad-bosses-still-rise-to-the-top,232
1283,Explaining the rise of nature-related commitments,"Daniel Pacthod , Tomas Nauclér","March 21, 2024",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/explaining-the-rise-of-nature-related-commitments,232
1284,Insurance 2030—The impact of AI on the future of insurance,"Ramnath Balasubramanian , Ari Libarikian , Doug McElhaney","March 12, 2021",https://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance,232
1285,Improving third-party risk management,Not specified,"July 17, 2018",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/improving-third-party-risk-management,36
1286,The potential of gen AI in insurance: Six traits of frontrunners,"Carlo Giovine , Khaled Rifai , Phil Hudelson , Priti Joseph , Sid Kamath","November 20, 2024",https://www.mckinsey.com/industries/financial-services/our-insights/insurance-blog/the-potential-of-gen-ai-in-insurance-six-traits-of-frontrunners,36
1287,A strategic vision for model risk management,"Marie-Paule Laurent , Andreas Raggl , Christophe Rougeaux , Maribel Tejada","March 31, 2021",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/a-strategic-vision-for-model-risk-management,36
1288,Pushing telcos’ AI envelope on capital decisions,"Brendan Gaffey , Dev Patel , Sebastian Cubela , Tomas Lajous","February 28, 2025",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/pushing-telcos-ai-envelope-on-capital-decisions,36
1289,Mitigating cyberrisks with smart log management,Not specified,"August 13, 2020",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/tech-forward/mitigating-cyberrisks-with-smart-log-management,36
1290,"Talking with Johan Tjärnberg, Group CEO of Trustly: Breaking barriers",Not specified,"March 12, 2025",https://www.mckinsey.com/industries/financial-services/our-insights/talking-with-johan-tjarnberg-group-ceo-of-trustly-breaking-barriers,36
1291,McKinsey’s highlights from Mobile World Congress,Ferry Grijpink,"March 6, 2025",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/mckinseys-highlights-from-mobile-world-congress,36
1292,Asia’s top CEOs embrace change with boldness and resilience,"Gautam Kumra , Joydeep Sengupta","January 13, 2023",https://www.mckinsey.com/featured-insights/asia-pacific/asias-top-ceos-embrace-change-with-boldness-and-resilience,36
1293,Bringing a digital platform to the home heating services market: Lessons from thermondo,"Markus Bergerde Leon , Jerome Konigsfeld","June 8, 2023",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/bringing-a-digital-platform-to-the-home-heating-services-market-lessons-from-thermondo,334
1294,"“The science of good is about enabling people to live the best possible life they can, in the best possible health. . . . that means not just innovating for folks who have diseases we treat, but also things like how do we make sure people are getting tested early, how do we make sure that all patients have access to therapies, how to ensure that your zip code doesn’t determine your life expectancy.”",Not specified,"September 28, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/september-28-2023,334
1295,"Supply chains: To build resilience, manage proactively",Not specified,"May 23, 2022",https://www.mckinsey.com/capabilities/operations/our-insights/supply-chains-to-build-resilience-manage-proactively,334
1296,Elevating customer experience: A win–win for insurers and customers,"Mathew Lee , Tim Natriello , Arushee S , Dominique Sanders , David Schiff","September 21, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/insurance/elevating-customer-experience-a-win-win-for-insurers-and-customers,334
1297,The shifting energy landscape: An interview with Maria Pope,Not specified,"July 28, 2021",https://www.mckinsey.com/capabilities/operations/our-insights/the-shifting-energy-landscape-an-interview-with-maria-pope,334
1298,“It’s the only time of my career that I seriously considered a less demanding job. … It was the hardest working year of my life.”,Not specified,"September 28, 2021",https://www.mckinsey.com/featured-insights/quote-of-the-day/september-28-2021,831
1299,"“With the Delta variant affecting so many parts of the world, worries over the pandemic’s effects on the economy have also reemerged—just one quarter after a historically low share of respondents cited it as a risk to domestic economic growth.”",Not specified,"September 30, 2021",https://www.mckinsey.com/featured-insights/quote-of-the-day/september-30-2021,831
1300,Merchant acquiring and the $100 billion opportunity in small business,"Ashwin Alexander , Puneet Dikshit , Vik Iyer , Julie Stefanich","October 11, 2021",https://www.mckinsey.com/industries/financial-services/our-insights/merchant-acquiring-and-the-100-billion-opportunity-in-small-business,831
1301,Pharmacy’s new era—in the home,"Adam Apfel , Sarah Lorenzana , Alec McLeod , BJ Tevelow","December 1, 2021",https://www.mckinsey.com/industries/healthcare/our-insights/pharmacys-new-era-in-the-home,831
1302,"“I actually think all literature is sort of self-help and instructive in one way, shape, or form in that, at least for me, books make me feel less alone.”",Not specified,"May 3, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-3-2023,436
1303,How advanced analytics can address agricultural supply chain shocks,Not specified,"April 14, 2022",https://www.mckinsey.com/industries/agriculture/our-insights/how-advanced-analytics-can-address-agricultural-supply-chain-shocks,436
1304,Do your employees struggle with these three common roadblocks?,"Alexander DiLeonardo , David Mendelsohn , Nick Rosemarino","October 14, 2019",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/do-your-employees-struggle-with-these-three-common-roadblocks,436
1305,One year into the BIL: Catalyzing US investments in energy,"Adam Barth , Bernice Chan , Ksenia Kaladiouk","March 20, 2023",https://www.mckinsey.com/capabilities/sustainability/our-insights/one-year-into-the-bil-catalyzing-us-investments-in-energy,436
1306,From transition to transformation,"Ian Jefferson , Katie Owen , Jim Scott , Aly Spencer","December 1, 2020",https://www.mckinsey.com/industries/public-sector/our-insights/from-transition-to-transformation,436
1307,“We have a responsibility to bring the news to the public. We also have a responsibility to bring solutions and how you can help.”,Not specified,"May 2, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-2-2023,436
1308,Prime Numbers: Share repurchases and dividends: Which create more value?,"Vartika Gupta , David Kohn , Tim Koller , Werner Rehm","April 4, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/the-strategy-and-corporate-finance-blog/share-repurchases-and-dividends-which-create-more-value,436
1309,"Return, Reimagine, Reinvent",Not specified,Not specified,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/return-reimagine-reinvent,436
1310,"Delivering large-scale IT projects on time, on budget, and on value","Michael Bloch , Sven Blumberg , Jurgen Laartz","October 1, 2012",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/delivering-large-scale-it-projects-on-time-on-budget-and-on-value,633
1311,Delivering sustainable infrastructure: Insights from industry leaders,Not specified,"September 16, 2021",https://www.mckinsey.com/capabilities/operations/our-insights/delivering-sustainable-infrastructure-insights-from-industry-leaders,633
1312,Generative scheduling: Saving time and money in capital projects,"Justin Dahl , Mark Kuvshinikov , Prakash Parbhoo , Piotr Pikul , Mark Pitcher","September 15, 2022",https://www.mckinsey.com/capabilities/operations/our-insights/generative-scheduling-saving-time-and-money-in-capital-projects,633
1313,The path to sustainable and inclusive growth,"Tracy Francis , Anu Madgavkar , Sven Smit","April 6, 2022",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/the-path-to-sustainable-and-inclusive-growth,633
1314,How the apparel industry can ADAPT to inflation,"Jad Hamdan , Claus Heintzeler , Jesse Nading , Emily Reasor","September 13, 2022",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/how-the-apparel-industry-can-adapt-to-inflation,633
1315,Growth opportunities for digital health in KSA and UAE,"Mahdi AlBasri MD , Hani Elwan MD , Panco Georgiev , Ali Ustun","June 16, 2022",https://www.mckinsey.com/industries/public-sector/our-insights/growth-opportunities-for-digital-health-in-ksa-and-uae,633
1316,"The journey to agile: How companies can become faster, more productive, and more responsive","Sherina Ebrahim , Shail Thaker","October 5, 2020",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-journey-to-agile-how-companies-can-become-faster-more-productive-and-more-responsive,633
1317,Investing in the new era of value-based care,"Zahy Abou Atme , Rob Alterman , Gunjan Khanna PhD , Edward Levine","December 16, 2022",https://www.mckinsey.com/industries/healthcare/our-insights/investing-in-the-new-era-of-value-based-care,529
1318,Five ways to drive experience-led growth in banking,"Shital Chheda , Jonathan Goldstein , Tim Natriello , Robert Schiff","May 2, 2023",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/five-ways-to-drive-experience-led-growth-in-banking,529
1319,An interview with Australia’s Major General Andrew Hocking | Australia & New Zealand,Roland Dillon,"May 16, 2022",https://www.mckinsey.com/au/our-insights/facing-crises-forging-trust-an-interview-with-australias-major-general-andrew-hocking,529
1320,Bridging the financial gap: How Asia can unlock its sustainability agenda,"Rebecca Abramson , Asilah Azil , Cindy Levy , Joydeep Sengupta","December 15, 2022",https://www.mckinsey.com/featured-insights/future-of-asia/videos/bridging-the-financial-gap-how-asia-can-unlock-its-sustainability-agenda,529
1321,O que é a transformação empresarial? | Portugal,Not specified,"April 17, 2023",https://www.mckinsey.com/pt/our-insights/explainers/o-que-e-a-transformacao-empresarial,529
1322,Getting personal: How banks can win with consumers,Not specified,"July 19, 2022",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/getting-personal-how-banks-can-win-with-consumers,529
1323,"“When you break new ground, the first transactions are always challenging and complicated. But scale and speed are the goals for climate and conservation finance; there’s an urgency here to apply new ways of thinking to find creative solutions.”",Not specified,"December 21, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/december-21-2022,529
1324,Innovation hubs: How GCCs are shaping the future of business,"Abhilash Sridharan , Daphne Luchtenberg , Malcolm Gomes","September 11, 2024",https://www.mckinsey.com/capabilities/operations/our-insights/innovation-hubs-how-gccs-are-shaping-the-future-of-business,138
